Wait,Update,Build,Move,Ferry,MoveToBlockToRemove,RemoveBlock,MoveToPlaceBlock,PlaceBlock,Timestamp
1.660231351852417,3.3615407943725586,0,0,0,0,0,0,0,2020-04-12 17:03:42.221046
4.367339134216309,5.682538986206055,0,0,0,0,0,0,0,2020-04-12 17:03:47.253450
7.497638463973999,7.551618576049805,0,0,0,0,0,0,0,2020-04-12 17:03:52.253697
9.941318273544312,10.120178699493408,0,0.00039315223693847656,0,0,0,0,0,2020-04-12 17:03:57.253835
11.782654047012329,13.284165859222412,0,0.00039315223693847656,0,0,0,0,0,2020-04-12 17:04:02.265900
13.767027378082275,16.336163759231567,0,0.0010170936584472656,0,0,0,0,0,2020-04-12 17:04:07.307753
15.75325894355774,18.935516595840454,0.06240487098693848,0.0020608901977539062,0,0.14337539672851562,0.04161429405212402,0.10713458061218262,0.06543755531311035,2020-04-12 17:04:12.307810
18.005508184432983,21.69100332260132,0.06240487098693848,0.0020608901977539062,0,0.14337539672851562,0.04161429405212402,0.10713458061218262,0.06543755531311035,2020-04-12 17:04:17.318705
20.363535165786743,24.299862146377563,0.10615992546081543,0.003384828567504883,0,0.14337539672851562,0.04161429405212402,0.10713458061218262,0.06543755531311035,2020-04-12 17:04:22.319176
22.479823112487793,27.176056623458862,0.10615992546081543,0.0037746429443359375,0,0.14337539672851562,0.04161429405212402,0.10713458061218262,0.06543755531311035,2020-04-12 17:04:27.326672
24.358616590499878,30.300645351409912,0.10615992546081543,0.004168510437011719,0,0.14337539672851562,0.04161429405212402,0.10713458061218262,0.06543755531311035,2020-04-12 17:04:32.327058
26.515089511871338,33.13181209564209,0.10615992546081543,0.023863792419433594,0,0.14337539672851562,0.04161429405212402,0.10713458061218262,0.06543755531311035,2020-04-12 17:04:37.334509
28.578298330307007,36.09301447868347,0.10615992546081543,0.023863792419433594,0,0.14337539672851562,0.04161429405212402,0.10713458061218262,0.06543755531311035,2020-04-12 17:04:42.343039
30.59941577911377,38.65957045555115,0.13669514656066895,0.02466750144958496,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:04:47.400983
32.67427110671997,41.59340190887451,0.13669514656066895,0.028044939041137695,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:04:52.412027
35.055498123168945,44.21275186538696,0.13669514656066895,0.028044939041137695,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:04:57.412191
37.708956480026245,46.579732179641724,0.13669514656066895,0.028044939041137695,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:05:02.436227
39.76404595375061,49.58233976364136,0.13669514656066895,0.028044939041137695,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:05:07.495045
42.09161114692688,52.25700879096985,0.13669514656066895,0.028044939041137695,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:05:12.495814
44.34986090660095,55.008644819259644,0.13669514656066895,0.028044939041137695,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:05:17.500861
46.356284856796265,58.00042700767517,0.13669514656066895,0.028044939041137695,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:05:22.501061
48.54454469680786,60.84805727005005,0.13669514656066895,0.028044939041137695,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:05:27.513358
50.612953424453735,63.75182843208313,0.13669514656066895,0.028044939041137695,0,0.20153474807739258,0.1227269172668457,0.19032716751098633,0.26488637924194336,2020-04-12 17:05:32.513439
