Wait,Update,Build,Move,Ferry,MoveToBlockToRemove,RemoveBlock,MoveToPlaceBlock,PlaceBlock,Timestamp
2.636125326156616,2.357529640197754,0,0,0,0,0,0,0,2020-04-12 19:45:10.852247
5.350571393966675,4.7046685218811035,0,0,0,0,0,0,0,2020-04-12 19:45:15.921083
7.887962102890015,7.1798295974731445,0,0,0,0,0,0,0,2020-04-12 19:45:21.014017
10.372217416763306,9.818687200546265,0,0,0,0,0,0,0,2020-04-12 19:45:26.071599
13.034972190856934,12.185532569885254,0,0,0,0,0,0,0,2020-04-12 19:45:31.072021
15.682466983795166,14.134804725646973,0,0,0,0,0,0,0,2020-04-12 19:45:36.885931
20.23860478401184,15.82405710220337,0,0,0,0,0,0,0,2020-04-12 19:45:41.986843
23.05427622795105,18.244746446609497,0,0,0,0,0,0,0,2020-04-12 19:45:47.157685
25.905375957489014,20.459063053131104,0,0,0,0,0,0,0,2020-04-12 19:45:52.239953
28.714696168899536,22.72449278831482,0,0,0,0,0,0,0,2020-04-12 19:45:57.329558
31.28267216682434,25.18267273902893,0,0,0,0,0,0,0,2020-04-12 19:46:02.333742
33.71332383155823,27.590420722961426,0,0.21519112586975098,0,0,0,0,0,2020-04-12 19:46:07.394889
36.405664920806885,29.9924795627594,0,0.21519112586975098,0,0,0,0,0,2020-04-12 19:46:12.458842
39.07681632041931,32.304386377334595,0,0.21519112586975098,0,0,0,0,0,2020-04-12 19:46:17.481216
42.035613775253296,34.42859387397766,0,0.21519112586975098,0,0,0,0,0,2020-04-12 19:46:22.556684
44.514216899871826,36.65491771697998,0,0.5329952239990234,0,0,0,0,0,2020-04-12 19:46:27.595081
47.38994789123535,38.711525678634644,0,0.6465451717376709,0,0,0,0,0,2020-04-12 19:46:32.610971
50.01928901672363,41.12803554534912,0,0.6465451717376709,0,0,0,0,0,2020-04-12 19:46:37.662046
52.89525866508484,43.37190008163452,0,0.6465451717376709,0,0,0,0,0,2020-04-12 19:46:42.762291
55.664793729782104,45.64787483215332,0,0.6465451717376709,0,0,0,0,0,2020-04-12 19:46:47.850631
58.21130132675171,48.13036227226257,0,0.6465451717376709,0,0,0,0,0,2020-04-12 19:46:52.859194
60.95242166519165,50.42479705810547,0,0.6465451717376709,0,0,0,0,0,2020-04-12 19:46:57.875222
63.203885555267334,52.40734004974365,0.6417980194091797,0.8209834098815918,0,0,0,0,0,2020-04-12 19:47:02.916226
63.203885555267334,53.08781838417053,4.937341690063477,0.8209834098815918,0,0,0,0,0,2020-04-12 19:47:07.950287
63.203885555267334,53.73359656333923,9.384214162826538,0.8209834098815918,0,0,0,0,0,2020-04-12 19:47:12.999108
64.34949350357056,55.15173554420471,11.899904251098633,0.8209834098815918,0,0,0,0,0,2020-04-12 19:47:18.108138
66.85110902786255,57.51240086555481,11.899904251098633,0.9872786998748779,0,0,0,0,0,2020-04-12 19:47:23.118519
69.53000044822693,59.876755475997925,11.899904251098633,0.9872786998748779,0,0,0,0,0,2020-04-12 19:47:28.133184
71.95689725875854,62.14638018608093,11.899904251098633,1.294011116027832,0,0,0,0,0,2020-04-12 19:47:33.159041
74.7020206451416,64.47209286689758,11.899904251098633,1.294011116027832,0,0,0,0,0,2020-04-12 19:47:38.222584
77.31707191467285,66.8842146396637,11.899904251098633,1.294011116027832,0,0,0,0,0,2020-04-12 19:47:43.277513
80.26492977142334,69.02974367141724,11.899904251098633,1.294011116027832,0,0,0,0,0,2020-04-12 19:47:48.336893
82.84391784667969,71.2109603881836,11.899904251098633,1.5009431838989258,0,0,0,0,0,2020-04-12 19:47:53.371495
85.58041429519653,73.583181142807,11.899904251098633,1.5009431838989258,0,0,0,0,0,2020-04-12 19:47:58.414186
88.36410880088806,75.82984066009521,11.899904251098633,1.5009431838989258,0,0,0,0,0,2020-04-12 19:48:03.461925
91.13656163215637,78.09478974342346,11.899904251098633,1.5009431838989258,0,0,0,0,0,2020-04-12 19:48:08.492981
93.65671277046204,80.031813621521,12.19482421875,1.7377841472625732,0,0,0,0,0,2020-04-12 19:48:13.529188
93.65671277046204,80.67263078689575,16.674724102020264,1.7377841472625732,0,0,0,0,0,2020-04-12 19:48:18.587280
93.65671277046204,81.31967997550964,21.021217823028564,1.7377841472625732,0,0,0,0,0,2020-04-12 19:48:23.608026
94.43162798881531,82.4409122467041,24.178616285324097,1.7377841472625732,0,0,0,0,0,2020-04-12 19:48:28.623354
96.7923276424408,84.93595004081726,24.178616285324097,1.897648811340332,0,0,0,0,0,2020-04-12 19:48:33.669772
99.64387893676758,87.134272813797,24.178616285324097,1.897648811340332,0,0,0,0,0,2020-04-12 19:48:38.699561
102.38459253311157,89.39355611801147,24.178616285324097,1.897648811340332,0,0,0,0,0,2020-04-12 19:48:43.772794
