Number of timesteps,Number of blocks,Number of robots,Simulation time
1507,100,2,00:02:48
Number of timesteps,Number of blocks,Number of robots,Simulation time
1496,100,2,00:03:39
Number of timesteps,Number of blocks,Number of robots,Simulation time
8116,100,2,00:12:23
