Wait,Update,Build,Move,Ferry,Timestamp
5.217299222946167,4.78836464881897,0,0,0,2020-04-13 16:46:31.714732
11.434195518493652,8.617666482925415,0,0,0,2020-04-13 16:46:41.743516
16.472108602523804,13.57300329208374,0,0,0,2020-04-13 16:46:51.750147
21.843389749526978,18.204676151275635,0,0,0,2020-04-13 16:47:01.754583
25.621015548706055,24.4400634765625,0.0027158260345458984,0,0,2020-04-13 16:47:11.771670
29.72198247909546,30.458215713500977,0.0027158260345458984,0,0,2020-04-13 16:47:21.876247
35.569427490234375,34.599897623062134,0.0027158260345458984,0,0,2020-04-13 16:47:31.881087
42.169339179992676,38.006494998931885,0.0027158260345458984,0,0,2020-04-13 16:47:41.886627
47.042372941970825,43.139331340789795,0.0027158260345458984,0,0,2020-04-13 16:47:51.886942
52.31123471260071,47.90742564201355,0.08095979690551758,0,0,2020-04-13 16:48:02.002916
57.54451036453247,52.670817852020264,0.08095979690551758,0,0,2020-04-13 16:48:12.005329
62.422600984573364,57.80157017707825,0.08095979690551758,0,0,2020-04-13 16:48:22.014194
66.2353162765503,64.22318768501282,0.08135485649108887,0,0,2020-04-13 16:48:32.248902
71.62666487693787,68.85103726387024,0.08135485649108887,0,0,2020-04-13 16:48:42.262819
77.2898108959198,73.18491005897522,0.08135485649108887,0.001157999038696289,0,2020-04-13 16:48:52.263554
84.20755767822266,76.28412938117981,0.08135485649108887,0.001157999038696289,0,2020-04-13 16:49:02.270911
90.21574091911316,80.26703524589539,0.08135485649108887,0.001157999038696289,0,2020-04-13 16:49:12.273063
95.6741509437561,84.88589930534363,0.08135485649108887,0.001157999038696289,0,2020-04-13 16:49:22.350611
101.0428774356842,89.53724265098572,0.08135485649108887,0.001157999038696289,0,2020-04-13 16:49:32.367704
107.12152647972107,93.47248363494873,0.08135485649108887,0.001157999038696289,0,2020-04-13 16:49:42.378589
113.29045629501343,97.30703377723694,0.08135485649108887,0.001157999038696289,0,2020-04-13 16:49:52.385042
117.58002281188965,103.14306950569153,0.08135485649108887,0.001157999038696289,0,2020-04-13 16:50:02.509905
123.03377437591553,107.77433252334595,0.08173727989196777,0.001157999038696289,0,2020-04-13 16:50:12.579116
128.25057744979858,112.53791236877441,0.08173727989196777,0.001157999038696289,0,2020-04-13 16:50:22.579205
133.33401656150818,117.4863851070404,0.08173727989196777,0.001157999038696289,0,2020-04-13 16:50:32.607144
137.9437551498413,122.9338858127594,0.08210015296936035,0.001157999038696289,0,2020-04-13 16:50:42.669951
142.851065158844,128.12055277824402,0.08210015296936035,0.001157999038696289,0,2020-04-13 16:50:52.751237
147.18767094612122,133.81470704078674,0.08210015296936035,0.0014989376068115234,0,2020-04-13 16:51:02.789017
152.27318239212036,138.7385175228119,0.0825340747833252,0.0014989376068115234,0,2020-04-13 16:51:12.804793
156.89908862113953,144.21747732162476,0.0825340747833252,0.0014989376068115234,0.008033990859985352,2020-04-13 16:51:22.913351
162.13073062896729,149.0403974056244,0.0825340747833252,0.0014989376068115234,0.008033990859985352,2020-04-13 16:51:32.971255
167.0019085407257,154.17132830619812,0.0825340747833252,0.0014989376068115234,0.016829967498779297,2020-04-13 16:51:42.978362
171.6770362854004,159.58165764808655,0.0825340747833252,0.0018010139465332031,0.016829967498779297,2020-04-13 16:51:53.067943
175.80504870414734,165.4759430885315,0.082916259765625,0.0018010139465332031,0.016829967498779297,2020-04-13 16:52:03.087180
180.3949055671692,170.88669419288635,0.082916259765625,0.0018010139465332031,0.016829967498779297,2020-04-13 16:52:13.087278
184.99964880943298,176.26263189315796,0.082916259765625,0.09809112548828125,0.016829967498779297,2020-04-13 16:52:23.163112
188.8430609703064,182.6686873435974,0.08330345153808594,0.09809112548828125,0.016829967498779297,2020-04-13 16:52:33.419013
192.74339294433594,188.78116750717163,0.08330345153808594,0.0984201431274414,0.016829967498779297,2020-04-13 16:52:43.420884
197.77925777435303,193.79380559921265,0.08330345153808594,0.0984201431274414,0.017915964126586914,2020-04-13 16:52:53.480558
202.19277596473694,199.39539861679077,0.08330345153808594,0.0984201431274414,0.017915964126586914,2020-04-13 16:53:03.491857
206.62930393218994,205.0185775756836,0.08330345153808594,0.09957313537597656,0.018255949020385742,2020-04-13 16:53:13.557109
211.5774369239807,210.1622543334961,0.08330345153808594,0.09957313537597656,0.02685999870300293,2020-04-13 16:53:23.640913
215.6533260345459,216.07561326026917,0.08330345153808594,0.09957313537597656,0.02685999870300293,2020-04-13 16:53:33.646980
220.22951912879944,221.5412094593048,0.08330345153808594,0.10030603408813477,0.028314828872680664,2020-04-13 16:53:43.690674
224.79378509521484,227.02790451049805,0.08330345153808594,0.10030603408813477,0.17453289031982422,2020-04-13 16:53:53.883201
229.7426517009735,232.1144561767578,0.08330345153808594,0.10030603408813477,0.17482876777648926,2020-04-13 16:54:03.883567
234.54513669013977,237.31320023536682,0.08330345153808594,0.10030603408813477,0.17482876777648926,2020-04-13 16:54:13.925816
239.19871020317078,242.6837875843048,0.08330345153808594,0.10030603408813477,0.1755046844482422,2020-04-13 16:54:23.944455
244.5826849937439,247.36972379684448,0.08330345153808594,0.10030603408813477,0.17581868171691895,2020-04-13 16:54:34.017666
249.07038116455078,252.91574382781982,0.08330345153808594,0.10030603408813477,0.17611455917358398,2020-04-13 16:54:44.019030
253.19271874427795,258.92684721946716,0.08330345153808594,0.10030603408813477,0.17836761474609375,2020-04-13 16:54:54.181062
258.0043771266937,264.2738697528839,0.08330345153808594,0.10030603408813477,0.19994163513183594,2020-04-13 16:55:04.366522
261.7916281223297,270.53464579582214,0.08330345153808594,0.10082006454467773,0.20069646835327148,2020-04-13 16:55:14.419126
